z,wave,ground,cumulWave
384.7239990234375,0.0,0.0,0.9999999
384.57385224045606,0.0,0.0,0.9999999
384.4237054574746,0.0,0.0,0.9999999
384.2735586744932,0.0,0.0,0.9999999
384.12341189151175,0.0,0.0,0.9999999
383.9732651085303,0.0,0.0,0.9999999
383.8231183255489,0.0,0.0,0.9999999
383.67297154256744,0.0,0.0,0.9999999
383.522824759586,0.0,0.0,0.9999999
383.37267797660456,0.0,0.0,0.9999999
383.2225311936231,0.0,0.0,0.9999999
383.0723844106417,0.0,0.0,0.9999999
382.92223762766025,0.0,0.0,0.9999999
382.77209084467876,0.0,0.0,0.9999999
382.6219440616973,0.0,0.0,0.9999999
382.4717972787159,0.0,0.0,0.9999999
382.32165049573445,0.0,0.0,0.9999999
382.171503712753,0.0,0.0,0.9999999
382.02135692977157,0.0,0.0,0.9999999
381.87121014679013,0.0,0.0,0.9999999
381.7210633638087,0.0,0.0,0.9999999
381.57091658082726,0.0,0.0,0.9999999
381.4207697978458,0.0,0.0,0.9999999
381.2706230148644,0.0,0.0,0.9999999
381.12047623188295,0.0,0.0,0.9999999
380.9703294489015,0.0,0.0,0.9999999
380.8201826659201,0.0,0.0,0.9999999
380.67003588293863,0.0,0.0,0.9999999
380.5198890999572,0.0,0.0,0.9999999
380.36974231697576,0.0,0.0,0.9999999
380.2195955339943,0.0,0.0,0.9999999
380.0694487510129,0.0,0.0,0.9999999
379.91930196803145,0.0,0.0,0.9999999
379.76915518505,0.0,0.0,0.9999999
379.6190084020686,0.0,0.0,0.9999999
379.46886161908714,0.0,0.0,0.9999999
379.3187148361057,0.0,0.0,0.9999999
379.16856805312426,0.0,0.0,0.9999999
379.0184212701428,0.0,0.0,0.9999999
378.86827448716133,0.0,0.0,0.9999999
378.7181277041799,0.0,0.0,0.9999999
378.56798092119845,0.0,0.0,0.9999999
378.417834138217,0.0,0.0,0.9999999
378.2676873552356,0.0,0.0,0.9999999
378.11754057225414,0.0,0.0,0.9999999
