z,wave,ground,cumulWave
355.2541119898369,0.0,0.0,0.0
355.10396520685543,0.0,0.0,0.0
354.953818423874,0.0,0.0,0.0
354.80367164089256,0.0,0.0,0.0
354.6535248579111,0.0,0.0,0.0
354.5033780749297,0.0,0.0,0.0
354.35323129194825,0.0,0.0,0.0
354.2030845089668,0.0,0.0,0.0
354.0529377259854,0.0,0.0,0.0
353.90279094300394,0.0,0.0,0.0
353.7526441600225,0.0,0.0,0.0
353.602497377041,0.0,0.0,0.0
353.45235059405957,0.0,0.0,0.0
353.30220381107813,0.0,0.0,0.0
353.1520570280967,0.0,0.0,0.0
353.00191024511525,0.0,0.0,0.0
352.8517634621338,0.0,0.0,0.0
352.7016166791524,0.0,0.0,0.0
352.55146989617094,0.0,0.0,0.0
352.4013231131895,0.0,0.0,0.0
352.25117633020807,0.0,0.0,0.0
352.10102954722663,0.0,0.0,0.0
351.9508827642452,0.0,0.0,0.0
351.80073598126376,0.0,0.0,0.0
351.6505891982823,0.0,0.0,0.0
351.5004424153009,0.0,0.0,0.0
351.35029563231944,0.0,0.0,0.0
351.200148849338,0.0,0.0,0.0
351.05000206635657,0.0,0.0,0.0
350.89985528337513,0.0,0.0,0.0
350.7497085003937,0.0,0.0,0.0
350.59956171741226,0.0,0.0,0.0
350.4494149344308,0.0,0.0,0.0
350.2992681514494,0.0,0.0,0.0
350.14912136846795,0.0,0.0,0.0
349.9989745854865,0.0,0.0,0.0
349.84882780250507,0.0,0.0,0.0
349.69868101952363,0.0,0.0,0.0
349.5485342365422,0.0,0.0,0.0
349.39838745356076,0.0,0.0,0.0
349.24824067057926,0.0,0.0,0.0
349.0980938875978,0.0,0.0,0.0
348.9479471046164,0.0,0.0,0.0
348.79780032163495,0.0,0.0,0.0
348.6476535386535,0.0,0.0,0.0
348.4975067556721,0.0,0.0,0.0
348.34735997269064,0.0,0.0,0.0
348.1972131897092,0.0,0.0,0.0
348.04706640672777,0.0,0.0,0.0
347.8969196237463,0.0,0.0,0.0
347.7467728407649,0.0,0.0,0.0
347.59662605778345,0.0,0.0,0.0
347.446479274802,0.0,0.0,0.0
347.2963324918206,0.0,0.0,0.0
347.14618570883914,0.0,0.0,0.0
346.9960389258577,0.0,0.0,0.0
346.84589214287627,0.0,0.0,0.0
346.69574535989483,0.0,0.0,0.0
346.5455985769134,0.0,0.0,0.0
346.39545179393195,0.0,0.0,0.0
346.2453050109505,0.0,0.0,0.0
346.0951582279691,0.0,0.0,0.0
345.94501144498764,0.0,0.0,0.0
345.79486466200615,0.0,0.0,0.0
345.6447178790247,0.0,0.0,0.0
345.4945710960433,0.0,0.0,0.0
345.34442431306184,0.0,0.0,0.0
345.1942775300804,0.0,0.0,0.0
345.04413074709896,0.0,0.0,0.0
344.8939839641175,0.0,0.0,0.0
344.7438371811361,0.0,0.0,0.0
344.59369039815465,0.0,0.0,0.0
344.4435436151732,0.0,0.0,0.0
344.2933968321918,0.0,0.0,0.0
344.14325004921034,0.0,0.0,0.0
343.9931032662289,0.0,0.0,0.0
343.84295648324746,0.0,0.0,0.0
343.692809700266,0.0,0.0,0.0
343.5426629172846,0.0,0.0,0.0
343.39251613430315,0.0,0.0,0.0
343.2423693513217,0.0,0.0,0.0
343.0922225683403,0.0,0.0,0.0
342.94207578535884,0.0,0.0,0.0
342.7919290023774,0.0,0.0,0.0
342.64178221939596,0.0,0.0,0.0
342.4916354364145,0.0,0.0,0.0
342.3414886534331,0.0,0.0,0.0
342.19134187045165,0.0,0.0,0.0
342.0411950874702,0.0,0.0,0.0
341.8910483044888,0.0,0.0,0.0
341.74090152150734,0.0,0.0,0.0
341.5907547385259,0.0,0.0,0.0
341.4406079555444,0.0,0.0,0.0
341.29046117256297,0.0,0.0,0.0
341.14031438958153,0.0,0.0,0.0
340.9901676066001,0.0,0.0,0.0
340.84002082361866,0.0,0.0,0.0
340.6898740406372,0.0,0.0,0.0
340.5397272576558,0.0,0.0,0.0
340.38958047467435,0.0,0.0,0.0
340.2394336916929,0.0,0.0,0.0
340.0892869087115,0.0,0.0,0.0
339.93914012573003,0.0,0.0,0.0
339.7889933427486,0.0,0.0,0.0
339.63884655976716,0.0,0.0,0.0
339.4886997767857,0.0,0.0,0.0
339.3385529938043,0.0,0.0,0.0
339.18840621082285,0.0,0.0,0.0
339.0382594278414,0.0,0.0,0.0
338.88811264486,0.0,0.0,0.0
338.73796586187854,0.0,0.0,0.0
338.5878190788971,0.0,0.0,0.0
338.4376722959156,0.0,0.0,0.0
338.28752551293417,0.0,0.0,0.0
338.13737872995273,0.0,0.0,0.0
337.9872319469713,0.0,0.0,0.0
337.83708516398985,0.0,0.0,0.0
337.6869383810084,0.0,0.0,0.0
337.536791598027,0.0,0.0,0.0
337.38664481504554,0.0,0.0,0.0
337.2364980320641,0.0,0.0,0.0
337.08635124908267,0.0,0.0,0.0
336.93620446610123,0.0,0.0,0.0
336.7860576831198,0.0,0.0,0.0
336.63591090013836,0.0,0.0,0.0
336.4857641171569,0.0,0.0,0.0
336.3356173341755,0.0,0.0,0.0
336.18547055119404,0.0,0.0,0.0
336.0353237682126,0.0,0.0,0.0
335.88517698523117,0.0,0.0,0.0
335.73503020224973,0.0,0.0,0.0
335.5848834192683,0.0,0.0,0.0
335.43473663628686,0.0,0.0,0.0
335.2845898533054,0.0,0.0,0.0
335.134443070324,0.0,0.0,0.0
334.98429628734254,0.0,0.0,0.0
334.8341495043611,0.0,0.0,0.0
334.68400272137967,0.0,0.0,0.0
334.53385593839823,0.0,0.0,0.0
334.3837091554168,0.0,0.0,0.0
334.23356237243536,0.0,0.0,0.0
334.0834155894539,0.0,0.0,0.0
333.9332688064725,0.0,0.0,0.0
333.78312202349105,0.0,0.0,0.0
333.63297524050955,0.0,0.0,0.0
333.4828284575281,0.0,0.0,0.0
333.3326816745467,0.0,0.0,0.0
333.18253489156524,0.0,0.0,0.0
333.0323881085838,0.0,0.0,0.0
332.88224132560237,0.0,0.0,0.0
332.7320945426209,0.0,0.0,0.0
332.5819477596395,0.0,0.0,0.0
332.43180097665805,0.0,0.0,0.0
332.2816541936766,0.0,0.0,0.0
332.1315074106952,0.0,0.0,0.0
331.98136062771374,0.0,0.0,0.0
331.8312138447323,0.0,0.0,0.0
331.68106706175087,0.0,0.0,0.0
331.53092027876943,0.0,0.0,0.0
331.380773495788,0.0,0.0,0.0
331.23062671280655,0.0,0.0,0.0
331.0804799298251,0.0,0.0,0.0
330.9303331468437,0.0,0.0,0.0
330.7801863638622,0.0,0.0,0.0
330.63003958088075,0.0,0.0,0.0
330.4798927978993,0.0,0.0,0.0
330.3297460149179,0.0,0.0,0.0
330.17959923193644,0.0,0.0,0.0
330.029452448955,0.0,0.0,0.0
329.87930566597356,0.0,0.0,0.0
329.7291588829921,0.0,0.0,0.0
329.5790121000107,0.0,0.0,0.0
329.42886531702925,0.0,0.0,0.0
329.2787185340478,0.0,0.0,0.0
329.1285717510664,0.0,0.0,0.0
328.97842496808494,0.0,0.0,0.0
328.8282781851035,0.0,0.0,0.0
328.67813140212206,0.0,0.0,0.0
328.5279846191406,0.0,0.0,0.0
328.3778378361592,0.0,0.0,0.0
328.22769105317775,0.0,0.0,0.0
328.0775442701963,0.0,0.0,0.0
327.9273974872149,0.0,0.0,0.0
327.77725070423344,0.0,0.0,0.0
327.627103921252,0.0,0.0,0.0
327.47695713827056,0.0,0.0,0.0
327.3268103552891,0.0,0.0,0.0
327.1766635723077,0.0,0.0,0.0
327.02651678932625,0.0,0.0,0.0
326.8763700063448,0.0,0.0,0.0
326.7262232233634,0.0,0.0,0.0
326.57607644038194,0.0,0.0,0.0
326.4259296574005,0.0,0.0,0.0
326.27578287441906,0.0,0.0,0.0
326.1256360914376,0.0,0.0,0.0
325.9754893084562,0.0,0.0,0.0
325.8253425254747,0.0,0.0,0.0
325.67519574249326,0.0,0.0,0.0
325.5250489595118,0.0,0.0,0.0
325.3749021765304,0.0,0.0,0.0
325.22475539354895,0.0,0.0,0.0
325.0746086105675,0.0,0.0,0.0
324.9244618275861,0.0,0.0,0.0
324.77431504460463,0.0,0.0,0.0
324.6241682616232,0.0,0.0,0.0
324.47402147864176,0.0,0.0,0.0
324.3238746956603,0.0,0.0,0.0
324.1737279126789,0.0,0.0,0.0
324.02358112969745,0.0,0.0,0.0
323.873434346716,0.0,0.0,0.0
323.7232875637346,0.0,0.0,0.0
323.57314078075314,0.0,0.0,0.0
323.4229939977717,0.0,0.0,0.0
323.27284721479026,0.0,0.0,0.0
323.1227004318088,0.0,0.0,0.0
322.97255364882733,0.0,0.0,0.0
322.8224068658459,0.0,0.0,0.0
322.67226008286445,0.0,0.0,0.0
322.522113299883,0.0,0.0,0.0
322.3719665169016,0.0,0.0,0.0
322.22181973392014,0.0,0.0,0.0
322.0716729509387,0.0,0.0,0.0
321.92152616795727,0.0,0.0,0.0
321.77137938497583,0.0,0.0,0.0
321.6212326019944,0.0,0.0,0.0
321.47108581901296,0.0,0.0,0.0
321.3209390360315,0.0,0.0,0.0
321.1707922530501,0.0,0.0,0.0
321.02064547006864,0.0,0.0,0.0
320.8704986870872,0.0,0.0,0.0
320.72035190410577,0.0,0.0,0.0
320.57020512112433,0.0,0.0,0.0
320.4200583381429,0.0,0.0,0.0
320.26991155516146,0.0,0.0,0.0
320.11976477218,0.0,0.0,0.0
319.9696179891986,0.0,0.0,0.0
319.81947120621714,0.0,0.0,0.0
319.6693244232357,0.0,0.0,0.0
319.51917764025427,0.0,0.0,0.0
319.36903085727283,0.0,0.0,0.0
319.2188840742914,0.0,0.0,0.0
319.06873729130996,0.0,0.0,0.0
318.9185905083285,0.0,0.0,0.0
318.7684437253471,0.0,0.0,0.0
318.61829694236565,0.0,0.0,0.0
318.4681501593842,0.0,0.0,0.0
318.31800337640277,0.0,0.0,0.0
318.1678565934213,0.0,0.0,0.0
318.01770981043984,0.0,0.0,0.0
317.8675630274584,0.0,0.0,0.0
317.71741624447696,0.0,0.0,0.0
317.5672694614955,0.0,0.0,0.0
317.4171226785141,0.0,0.0,0.0
317.26697589553265,0.0,0.0,0.0
317.1168291125512,0.0,0.0,0.0
316.9666823295698,0.0,0.0,0.0
316.81653554658834,0.0,0.0,0.0
316.6663887636069,0.0,0.0,0.0
316.51624198062547,0.0,0.0,0.0
316.36609519764403,0.0,0.0,0.0
316.2159484146626,0.0,0.0,0.0
316.06580163168115,0.0,0.0,0.0
315.9156548486997,0.0,0.0,0.0
315.7655080657183,0.0,0.0,0.0
315.61536128273684,0.0,0.0,0.0
315.4652144997554,0.0,0.0,0.0
315.3150677167739,0.0,0.0,0.0
315.1649209337925,0.0,0.0,0.0
315.01477415081104,0.0,0.0,0.0
314.8646273678296,0.0,0.0,0.0
314.71448058484816,0.0,0.0,0.0
314.5643338018667,0.0,0.0,0.0
314.4141870188853,0.0,0.0,0.0
314.26404023590385,0.0,0.0,0.0
314.1138934529224,0.0,0.0,0.0
313.963746669941,0.0,0.0,0.0
313.81359988695954,0.0,0.0,0.0
313.6634531039781,0.0,0.0,0.0
313.51330632099666,0.0,0.0,0.0
313.3631595380152,0.0,0.0,0.0
313.2130127550338,0.0,0.0,0.0
313.06286597205235,0.0,0.0,0.0
312.9127191890709,0.0,0.0,0.0
312.7625724060895,0.0,0.0,0.0
312.61242562310804,0.0,0.0,0.0
312.4622788401266,0.0,0.0,0.0
312.31213205714516,0.0,0.0,0.0
312.1619852741637,0.0,0.0,0.0
312.0118384911823,0.0,0.0,0.0
311.86169170820085,0.0,0.0,0.0
311.7115449252194,0.0,0.0,0.0
311.561398142238,0.0,0.0,0.0
311.41125135925654,0.0,0.0,0.0
311.2611045762751,0.0,0.0,0.0
311.11095779329366,0.0,0.0,0.0
310.9608110103122,0.0,0.0,0.0
310.8106642273308,0.0,0.0,0.0
310.66051744434935,0.0,0.0,0.0
310.51037066136786,0.0,0.0,0.0
310.3602238783864,0.0,0.0,0.0
310.210077095405,0.0,0.0,0.0
310.05993031242355,0.0,0.0,0.0
309.9097835294421,0.0,0.0,0.0
309.75963674646067,0.0,0.0,0.0
309.60948996347923,0.0,0.0,0.0
